item_id,tts_system,probe_candidate_id,human_audit_outcome,cdrd_label,primary_type,target_span,expected_reading,human_heard_reading,surface_hits,negative_hits,automatic_asr_relation,reviewed_qwen_relation,transcript_review_note,asr_text,detected_language,error
mimo_full_PCP2_0017,MiMo-V2.5-TTS API,PCP2_0017,confirmed masked,cdrd_entity,sports_score,4-3,四比三,四至三,四比三,,surface_correct_only,exact_surface_correct_recovery,canonical score reading appears at the audited occurrence,张本美和四比三逆转蒯曼夺WTT第九冠。WTT重庆冠军赛女单决赛中，十七岁的日本选手张本美和以四比三逆转中国选手蒯曼夺得冠军，七局比分为六比十一、十一至九、十一至七、九至十一、六至十一、十一至九、五至十一。这是张本美和首次获得WTT冠军赛冠军，也是其职业生涯第九个WTT冠军。世界排名第五的蒯曼在赛前体能消耗较大，比张本美和多打一轮比赛，且晋级过程中战胜了孙颖莎、王艺迪等强手。决胜局，张本美和以十一至五锁定胜利。,Chinese,
mimo_full_PCP2_0018,MiMo-V2.5-TTS API,PCP2_0018,confirmed masked,cdrd_entity,sports_score,11-7,十一比七,十一至七,,十一至七,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,陈俊嵩险胜林兆恒仍出局，亚洲杯十六强无缘。在二零二六年亚洲杯男单循环赛中，陈俊嵩以三比二险胜林兆恒，五局比分为十一比五、六至十一、八至十一、十一至七、十三至十一。尽管取得胜利，陈俊嵩仍无缘十六强，因羽田信史以三比一击败黄奇森。比赛过程跌宕起伏，陈俊嵩在第一局和第四局表现出色，但第二三局落入下风。决胜局中，他顽强拒绝对手逆转，最终以十三至十一艰难取胜。,Chinese,
mimo_full_PCP2_0019,MiMo-V2.5-TTS API,PCP2_0019,confirmed masked,cdrd_entity,sports_score,2-1,二比一,二至一,二比一,,surface_correct_only,exact_surface_correct_recovery,canonical score reading appears at the audited occurrence,卡利亚里主场迎战莱切，意甲保级大战一触即发。意甲第二十五轮补赛将在多莫斯竞技场上演，卡利亚里主场迎战莱切。卡利亚里积二十八分，莱切积二十一分，两队均为保级而战。首回合卡利亚里二比一取胜。卡利亚里近期主场表现出色，曾击败罗马和尤文。莱切上轮二比一战胜乌迪内斯，结束八轮不胜。两队都将以四月二日至三月一日阵型出战，比赛将于当地时间二十点四十五分开始。,Chinese,
mimo_full_PCP2_0020,MiMo-V2.5-TTS API,PCP2_0020,confirmed masked,cdrd_entity,sports_score,4-3,四比三,四至三,,四至三,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,活塞一比三落后，抢七逆转魔术晋级，坎宁安场均三十六加七加，创队史二十三年神迹。北京时间五月四日，NBA季后赛活塞主场一百一十六比九十四大胜魔术，大比分四至三晋级次轮，成为历史第十五支一比三落后逆转晋级的球队。坎宁安系列赛场均三十二点四分，五点七篮板，七点一助攻，在一比三落后时，场均砍下三十六点三分，乱队完成抢七逆转。这是活塞自二零零三年后，时隔二十三年再次一比三落后魔术逆转，也是球队二零零八年后首次赢得系列赛并晋级次轮。,Chinese,
mimo_full_PCP2_0021,MiMo-V2.5-TTS API,PCP2_0021,confirmed masked,cdrd_entity,sports_score,21-17,21比17,21至17,,,no_predefined_form,exact_surface_correct_recovery,canonical score reading appears at the audited occurrence,国羽三比一击败印度，锁定汤杯小组第一。何济霆、任翔宇直落两局奏凯。二零二六汤姆斯杯小组赛中，国羽三比一力克印度队，成功锁定小组第一。何济霆、任翔宇在二双比赛中以二十一比十七、二十一比十三直落两局击败对手。此前，李诗沣、梁伟铿、王昶分别在一单和一双取胜，王洪洋二单失利。明日十六点三十分将进行淘汰赛抽签。另外，汤杯B组日本队三比二险胜马来西亚，以小组第一晋级淘汰赛。,Chinese,
mimo_full_PCP2_0023,MiMo-V2.5-TTS API,PCP2_0023,confirmed masked,cdrd_entity,sports_score,6-2,6比2,6至2,,,no_predefined_form,exact_surface_correct_recovery,canonical score reading appears at the audited occurrence,吴一泽遭艾伦五连鞭，从六比二被追成七比七，史诗百分中局止颓。斯诺克世锦赛半决赛，吴一泽首阶段六比二领先马克·艾伦，第二阶段吴一泽手感下滑，艾伦连赢五局完成反超，期间轰出单杆一百四十五分，刷新本届世锦赛单杆最高分。绝境中，吴一泽鏖战一百分钟拿下史诗级拉锯局，创造世锦赛正赛最长单局时长纪录，终结连败势头。双方目前七比七战平，第三阶段比赛今天下午十七点继续进行。,Chinese,
mimo_full_PCP2_0024,MiMo-V2.5-TTS API,PCP2_0024,confirmed masked,cdrd_entity,sports_score,4-2,四比二,四至二,四比二,,surface_correct_only,exact_surface_correct_recovery,canonical score reading appears at the audited occurrence,王曼玉四比二逆转胜申裕斌，挺进决赛。北京时间四月五日，二零二六赛季澳门世界杯女单半决赛，二号种子王曼玉对阵韩国一姐申裕斌。比赛中，王曼玉首局十一比八取胜后，连丢两局以一比二落后。随后她果断调整战术，连扳三局，最终以四比二逆转战胜申裕斌，成功晋级决赛。今晚十九点三十分，王曼玉将与头号种子孙颖莎会师决赛，争夺本届澳门世界杯女单冠军。,Chinese,
mimo_full_PCP2_0026,MiMo-V2.5-TTS API,PCP2_0026,confirmed masked,cdrd_entity,sports_score,0-3,零比三,零至三,,零至三,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,德赫亚复盘惨败水晶宫，强调开局失误致命。佛罗伦萨在欧协联八分之一决赛首回合零至三惨败水晶宫，门将德赫亚赛后复盘指出，球队开局二十至三十分钟表现糟糕，面对英超球队过早丢掉两球是致命失误，中场前第三个失球更让人沮丧。他承认英超在资源和设施上领先意甲，但认为下半场球队表现不错，若能把握进球机会，比赛或有转机。德赫亚表示，次回合将在主场力争三至零逆转，同时强调要专注联赛，尽快远离降级区。,Chinese,
mimo_full_PCP2_0027,MiMo-V2.5-TTS API,PCP2_0027,confirmed masked,cdrd_entity,sports_score,96-113,九十六比一百一十三,九十六至一百一十三,,九十六至一百一十三,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,阿隆戈登将带伤出战掘金季四客战森林狼，球队一比二落后，盼扳平。北京时间四月二十六日，据ESPN名记Shams报道，掘金大前锋阿隆戈登将带伤复出，出战季后赛首轮第四场客战森林狼的比赛。此前季三比赛中，三十岁的戈登因小腿受伤缺阵，掘金以九十六至一百一十三惨败，目前大比分一比二落后。今天季四比赛，北京时间周日八点三十分开打，对于掘金扳平系列赛至关重要。,Chinese,
mimo_full_PCP2_0028,MiMo-V2.5-TTS API,PCP2_0028,confirmed masked,cdrd_entity,sports_score,3-0,3比0,3至0,,,no_predefined_form,exact_surface_correct_recovery,canonical score reading appears at the audited occurrence,女足末轮战，朝鲜争夺小组头名。北京时间三月六日，女足亚洲杯小组赛第二轮，中国女足三比零完胜乌兹别克斯坦，提前锁定小组出线。由于朝鲜女足五比零大胜孟加拉国，而中国女足仅以二比零取胜，目前中国女足因净胜球劣势暂列小组第二。小组末轮，中国女足将于北京时间三月九日十七点直接对阵朝鲜女足，获胜即可以小组头名出线。,Chinese,
mimo_full_PCP2_0029,MiMo-V2.5-TTS API,PCP2_0029,confirmed masked,cdrd_entity,military_model,F-35,F三五,F杠三五,F-35,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,美军营救飞行员失败，多架飞机被击落。伊朗媒体报道称，美军营救飞行员行动失败，两架黑鹰直升机和一架 C-130 运输机被击落。伊朗民众纷纷拿枪上山搜寻美军飞行员，部落武装也参与行动。伊朗军方称，开战以来击落多架美军战机，包括 F-35、 F-151 等，装备损失超过 21 亿美元。特朗普威胁对伊朗实施 48 小时最后通牒，并抨击《纽约时报》和北约。伊朗回应称，这反映了美方的无助和紧张，战争已导致伊朗两千多人丧生。,Chinese,
mimo_full_PCP2_0030,MiMo-V2.5-TTS API,PCP2_0030,confirmed masked,cdrd_entity,military_model,F-15E,F一五E,F杠一五E,F-15E,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,美军搜救行动损失十二架战机，代价惨重。美军一架 F-15E 战斗机在对伊朗空袭任务中被击落，两名飞行员弹射跳伞后，美伊双方展开激烈搜救与抓捕竞赛。特朗普宣布飞行员获救且无人员伤亡，但伊朗军方公布美军在搜救行动中损失十二架各式战机，包括运输机、攻击机、直升机和无人机。美方被迫自毁无法起飞的运输机和直升机，损失数亿美元装备。此次事件暴露出美军空袭作战问题，伊朗防空能力仍具威胁，后续行动风险加大。,Chinese,
mimo_full_PCP2_0031,MiMo-V2.5-TTS API,PCP2_0031,confirmed masked,cdrd_entity,military_model,F-15E,F一五E,F杠一五E,F-15E,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,美军营救飞行员，出动一百五十五架飞机，炸毁两架运输机。美军营救被击落 F-15E 战斗机第二名飞行员的行动持续五十多小时，出动一百五十五架各类飞机和数百名人员。特朗普透露，两架陷入沙地的运输机被迫炸毁，以防先进装备落入伊朗手中。此次行动中，美军一架 A-10 攻击机被击落，多架直升机受损。伊朗搜捕人员一度距飞行员藏身地不到三公里。保守估计，美军在此次行动中的飞机损失超过四亿美元，堪称美国历史上最大胆的搜救行动之一。,Chinese,
mimo_full_PCP2_0032,MiMo-V2.5-TTS API,PCP2_0032,confirmed masked,cdrd_entity,military_model,F-35,F三五,F杠三五,F-35,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,美伊最后通牒倒计时，称击落美战机。美伊冲突进入第三十六天，距特朗普设定的四月六日最后期限仅剩两天。特朗普警告伊朗，四十八小时内可能采取进一步行动，并称在德黑兰袭击中打死多名伊朗军事领导人。以色列空袭伊朗石化设施，造成五人死亡，一百七十人受伤。内塔尼亚胡称已摧毁伊朗约百分之七十钢铁产能，并等待美国批准袭击伊朗能源设施。伊朗发动第九十五轮打击行动，称使用新型防空系统击落美军F-35战机及多架无人机，并打击地区内多个美伊军事目标。,English,
mimo_full_PCP2_0033,MiMo-V2.5-TTS API,PCP2_0033,confirmed masked,cdrd_entity,military_model,运-20B,运二零B,运负二十B,,运负二十B | 运负二十,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,歼二零运负二十B空中对话护送烈士归国。四月二十二日上午，赴韩接迎第十三批在韩志愿军烈士遗骸的运负二十B专机进入我国领空，四架歼二零迎接护航。运负二十B呼号荣归五十，寓意一九五零年出征的英雄们光荣回家。歼二零呼号红鹰，代表传承与力量。进入领空后，两型战机进行空中对话，表达对先烈的深切缅怀和崇高敬意，共同护送英雄回家。,Chinese,
mimo_full_PCP2_0034,MiMo-V2.5-TTS API,PCP2_0034,confirmed masked,cdrd_entity,military_model,B-2,B二,B杠二,B-2,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,揭秘 AI 军事神话，情报追踪才是关键。美国和以色列二月二十八日联合打击伊朗，致哈梅内伊身亡。行动后，网上流传大量文章，宣称这是 AI 主导的斩首行动，涉及帕兰提尔 Cloud 模型和安杜里尔无人机蜂群等。但对照公开报道发现，这些描述充满技术夸大和事实曲解。真正的情报突破来自 CIA 数月的人力情报追踪，而非 AI 算法。行动主要依靠传统军事力量，以色列出动二百架战机，美军动用 F-35、B-2 炸机等打击上千目标。AI 只在情报分析等环节起辅助作用，远非决定性力量。杀死哈梅内伊的是导弹和情报，而非人工智能。,Chinese,
mimo_full_PCP2_0035,MiMo-V2.5-TTS API,PCP2_0035,confirmed masked,cdrd_entity,military_model,F-18,F十八,F杠十八,F-18,,surface_correct_only,exact_surface_correct_recovery,canonical model reading appears at the audited occurrence,特朗普团队研判油价飙升至两百美元。特朗普团队被曝研判油价飙升至二百美元的潜在影响，白宫否认相关说法。受中东冲突影响，国际油价已上涨百分之三十至百分之四十。机构警告，若油价长期维持在高位，将引发滞涨。分析认为，油价上涨已推高通胀预期。美国三月CPI预期从百分之二点九升至百分之三点三。特朗普称油价上涨对美国有利，但遭民主党批评。与此同时，伊朗与以色列冲突持续升级。伊朗二十五日对以色列七十多处目标发动导弹打击，并声称击落美军F-18战机。美军否认相关说法。,English,
mimo_full_PCP2_0036,MiMo-V2.5-TTS API,PCP2_0036,confirmed masked,cdrd_entity,military_model,伊尔-76,伊尔七六,伊尔负七六,伊尔-76,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,十三年接迎路见证空军装备跨越发展，从二零一四年到二零二六年，我国连续一三年接迎在韩志愿军烈士遗骸回国。接运护航战机的更迭，见证着中国空军跨越式发展。从二零一四年东方航空波音七四七货机执飞首趟任务，到二零一五年起空军伊尔-76运输机连续五年接运，再到二零二零年国产运-20首次执行任务，今年运-20B接棒。护航战机也从歼-11B升级为歼-20隐形战机，机型迭代升级彰显国防实力提升，承载着祖国对革命先烈的无限尊崇。,Chinese,
mimo_full_PCP2_0037,MiMo-V2.5-TTS API,PCP2_0037,confirmed masked,cdrd_entity,military_model,F-16,F16,F杠16,F-16,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,美军战机、加油机、运输机大规模增援中东地区。美国持续在中东地区进行军事集结，亚伯拉罕·林肯号航母打击群正驶往该地区。五角大楼增派多架F-15E战斗机、运输机和加油机，目前已有三个F-15E中队部署在中东，F-16和A-10战机也将被部署。特朗普表示，不排除对伊朗采取军事行动的可能性。伊朗外交部长则敦促美国寻求外交途径。,Chinese,
mimo_full_PCP2_0043,MiMo-V2.5-TTS API,PCP2_0043,confirmed masked,cdrd_entity,quarter,58kW,五十八千瓦,五十八KW,,五十八KW,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,奇瑞 QQ31V 智能纯电小车二月初正式上市。奇瑞 QQ31V 纯电小车将于二月六日上市，预计售价六至九万元。新车基于 T12 纯电平台打造，搭载 AI 智能系统和辅助驾驶功能，外观采用新设计语言，内饰双色搭配，配备十五点六英寸中控屏、二百五十六色氛围灯等。动力系统最大功率五十八 kW，最高车速一百二十五千米每小时，使用磷酸铁锂电池。奇瑞将举办品牌之夜活动，正式亮相该车型。,Chinese,
mimo_full_PCP2_0056,MiMo-V2.5-TTS API,PCP2_0056,confirmed masked,cdrd_entity,hyphen_range,190N·m,190牛·米,190N·M,,,no_predefined_form,wrong_or_noncanonical_form_preserved,unit-letter reading remains noncanonical,长安启源 Q05 上市，八万起售，高性价比纯电 SUV。长安启源 Q05 纯电 SUV 正式上市，售价七点九九至十点九九万元，定位紧凑型 SUV，搭载宁德时代磷酸铁锂电池，提供四百零五千米和五百零六千米两种续航版本。车身尺寸四千四百三十五乘一千八百五十五乘一千六百毫米，轴距两千七百三十五毫米，空间利用率高达百分之八十六点六。内饰简约实用，配备高清中控屏和全液晶仪表。动力方面，最大功率一百二十 kW，最大扭矩一百九十 Nm，驾驶体验灵活。,Chinese,
mimo_full_PCP2_0062,MiMo-V2.5-TTS API,PCP2_0062,confirmed masked,cdrd_entity,hyphen_range,750MW,七百五十兆瓦,七百五十兆W,,,no_predefined_form,wrong_or_noncanonical_form_preserved,unit name remains mistranscribed and is not canonically recovered,OpenAI携手SiriBurst打造大规模AI推理系统。OpenAI与SiriBurst达成合作协议，计划在2026至2028年间将750兆W规模的SiriBurst芯片纳入AI推理计算资源库。这一合作旨在显著缩短AI服务响应时间，实现实时交互体验，使用户能够利用AI完成更多操作，并处理更高价值的工作负载。,Chinese,
mimo_full_PCP2_0064,MiMo-V2.5-TTS API,PCP2_0064,confirmed masked,cdrd_entity,hyphen_range,737-8,七百三十 八,七三七负八,,七三七负八 | 负,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,越航订购五十架波音七三七负八，机队规模将扩大。越南航空签署协议，订购五十架波音七三七负八窄体客机，计划于二零三零至二零三二年接收。这批飞机将主要执飞国内和亚洲区域航线。到二零三零年，越航机队规模预计扩大至约一百五十一架。同时，越航还与波音公司讨论了投资三十架宽体客机的计划，预计总价值超一百二十亿美元。未来五年，越航目标是关键运营指标实现两位数年均增长率。,Chinese,
mimo_full_PCP2_0079,MiMo-V2.5-TTS API,PCP2_0079,confirmed masked,non_cdrd,kw_kwh,640kW,六百四十千瓦,六百四十kw,,六百四十kw,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,别克致境世家纯电版，四十八点九九万元，超快充技术。别克致境世家纯电版 MPV 于三月十七日上市，售价四十八点九九万元。新车全球首搭九百伏六 C 超快充电池，CLTC 纯电续航六百零一公里，峰值充电功率六百四十 kW，十分钟可补能四百公里。该车采用纯电双电机四驱，零百加速五点一秒，最大扭矩五百五十 Nm。车身尺寸为五千二百六十毫米、两千零二十三毫米、一千八百二十毫米，轴距三千一百六十毫米，配备八屏 AI 数字座舱、无断点城市 NOA 领航辅助等配置。,Chinese,
mimo_full_PCP2_0081,MiMo-V2.5-TTS API,PCP2_0081,confirmed masked,non_cdrd,kw_kwh,105kW,一百零五千瓦,一百零五kW,,一百零五kW,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,未来纯电小车萤火虫交付量突破四万台，未来纯电小车 Firefly 萤火虫已达成四万台交付。该车于二零二五年四月上市，官方指导价十一点九八至十二点五八万元。萤火虫长四千零三毫米，宽一千七百八十一毫米，高一千五百五十七毫米，轴距两千六百一十五毫米，配备四十二千瓦时电池，CLTC续航四百二十千米，最大功率一百零五kW，最大扭矩二百N·m，中高车速一百五十千米每小时。未来近期宣布第一百万台量产车下线，并制定了二零二六年经营规划。,Chinese,
mimo_full_PCP2_0082,MiMo-V2.5-TTS API,PCP2_0082,confirmed masked,non_cdrd,kw_kwh,200kW,二百千瓦,二百kW,,二百kW,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,比亚迪第三代元 PLUS 北京车展首发，比亚迪王朝网销售事业部总经理陆天透露，第三代元 PLUS 将于二零二六北京车展全球首发，定位元力智趣闪充 SUV，新车将搭载五十七点五四五千瓦时和六十八点五四七千瓦时两种容量电池包，CLTC 纯电续航分别为五百四十千米和六百三十千米，车身尺寸长宽高为四千六百六十五乘一千八百九十五乘一千六百七十五毫米，轴距两千七百七十毫米，搭载后置单电机系统，提供二百 kW 和二百四十 kW 两种功率，有望配备第二代刀片电池及比亚迪闪充技术。,Chinese,
mimo_full_PCP2_0083,MiMo-V2.5-TTS API,PCP2_0083,confirmed masked,non_cdrd,kw_kwh,230kW,二百三十千瓦,二百三十kW,,二百三十kW,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,智己E L S八官图亮相，纯电续航最高三百三十五公里。智己E L S八官方图片曝光，定位中大型S U V，预计二零二六年第一季度首发。新车延续家族设计语言，配备激光雷达，车身尺寸为五千零八十五毫米、两千毫米、一千八百一十七毫米，轴距三千零六十毫米。动力系统采用增程式，搭载一点五T发动机和二百三十kW电动机，电池提供五十二点一千瓦时和六十五点九千瓦时两种容量，纯电续航最高三百三十五公里。新车将提供五座和六座版本，多种配置可选。,Chinese,
mimo_full_PCP2_0084,MiMo-V2.5-TTS API,PCP2_0084,confirmed masked,non_cdrd,kw_kwh,150kW,一百五十千瓦,一百五十kw,150kW,,surface_correct_only,exact_surface_correct_recovery,canonical voltage form appears at the audited occurrence,现代IONIQ 3小型电动SUV将于2026年首发。现代IONIQ 3纯电小型SUV计划于2026年4月全球首发。新车基于eGMP平台打造，采用400伏架构，最大功率可达150kW，提供58千瓦时和81.4千瓦时两种电池容量选择，最大续航里程644千米。外观设计线条柔和，封闭式格栅配合纤细日行灯，六倍造型搭配小鸭尾，增添运动感。高性能版IONIQ 3 N预计2027年推出。,Chinese,
mimo_full_PCP2_0085,MiMo-V2.5-TTS API,PCP2_0085,confirmed masked,non_cdrd,kw_kwh,15kW,十五千瓦,十五kW,15kW,,surface_correct_only,exact_surface_correct_recovery,canonical voltage form appears at the audited occurrence,奇瑞携手博世量产48伏整车架构，星途旗舰车型率先搭载供电功率达15kW。奇瑞汽车与博世中国在北京签署48伏整车架构合作开发及量产框架协议，推动新一代48伏整车架构在中国率先量产。该技术将率先应用于星途旗舰车型，整车供电功率提升至15千瓦，系统减重超过十公斤，线控底盘转向电机响应速度提升百分之二十以上。相较传统12伏架构，48伏架构能更好满足现代化车载计算、智能座舱和线控底盘的电力需求。,Chinese,
mimo_full_PCP2_0087,MiMo-V2.5-TTS API,PCP2_0087,confirmed masked,non_cdrd,kw_kwh,430kW,四百三十千瓦,四百三十kW,,四百三十kW,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,小鹏 G X 入局大六座 S U V 市场，二零二六年上市。小鹏汽车将于二零二六年推出首款旗舰级大六座 S U V 小鹏 G X，新车基于 S E P A 三点零架构打造，外观硬朗方正，尺寸为五千二百六十五乘一千九百九十九乘一千八百毫米，轴距三千一百一十五毫米，搭载双电机四驱系统，最大功率四百三十 k W，提供增程和纯电两种选择。智能方面，配备四颗图灵芯片，算力达三千 T O O P S。小鹏 G X 将于今年四五月份上市，有望搅动高端 S U V 市场格局。,Chinese,
